q,jpeg_diff,jpeg_size,webp_diff,webp_size,jp2_diff,jp2_size,avif_diff,avif_size
99,0.342783,1.1666666666666667,0.482816,0.8978644382544104,0.266927,0.542246982358403,0.277263,1.042246982358403
100,0.195256,1.182451253481894,0,0.7725162488393686,0,0.5552460538532962,0,1.138811513463324
