q,jpeg_diff,jpeg_size,webp_diff,webp_size,avif_diff,avif_size
85,2.71547,0.06754960781343643,2.53189,0.04487588991115707,2.33901,0.05246409072648362
86,2.66788,0.07115337754624904,2.48802,0.04726523139336543,2.33901,0.05246409072648362
87,2.62625,0.07351110701325729,2.45368,0.0486851377427704,2.30216,0.05797775304430292
88,2.57005,0.07803294235417312,2.37781,0.052009668007982034,2.30216,0.05797775304430292
89,2.51947,0.08115331168788403,2.33648,0.05488372705659209,2.26485,0.06386549087532353
90,1.83499,0.1273397830625457,2.25713,0.060191911275610674,2.2246,0.07289335554955513
91,1.75841,0.13476333796537168,2.2426,0.06373772564722308,2.2246,0.07289335554955513
92,1.70238,0.14235680744989826,2.17742,0.06924348496124236,2.18625,0.08278528197258975
93,1.63455,0.15687594259784907,2.1094,0.07867176849467535,2.14259,0.09641269485843744
94,1.55806,0.17681785551991885,2.0705,0.08496519385409738,2.14259,0.09641269485843744
95,1.47715,0.20056243043710198,2.02145,0.10168004689115588,2.10648,0.11581852068940536
96,1.37286,0.24006691209884023,1.99215,0.1070883358249748,2.10648,0.11581852068940536
97,1.26114,0.2882607464387089,1.9442,0.12004926205702017,2.04092,0.18369346882594292
98,1.11581,0.3615136886611653,1.93953,0.13393220539906875,2.00048,0.22834939179799923
99,0.891336,0.5506035919152271,1.93367,0.14301539109990055,2.00048,0.22834939179799923
