q,jpeg_diff,jpeg_size,webp_diff,webp_size,avif_diff,avif_size
41,6.29454,0.05194673111898153,6.43659,0.039002994707981783,6.46596,0.0280950443736411
42,6.26389,0.0525672099987693,6.37694,0.03964227597806616,6.46596,0.0280950443736411
43,6.2213,0.05303641510207989,6.31626,0.04033625511083155,6.29685,0.029591543710429515
44,6.14911,0.05415173870830997,6.27353,0.040696919142884494,6.11029,0.031409392990468896
45,6.1272,0.05477307224220214,6.22557,0.041043908709267184,6.11029,0.031409392990468896
46,6.0624,0.05570122659957062,6.18034,0.04170541098606572,5.93817,0.03325715516416196
47,6.03597,0.05604479754953575,6.17919,0.041958388600965416,5.78527,0.03495193425316906
48,6.01299,0.05685244567818513,6.08783,0.04257886748075319,5.78527,0.03495193425316906
49,5.94175,0.0581284442560407,6.07405,0.04332583516799081,5.63369,0.0369885749839325
50,5.92733,0.0582686075291608,6.04594,0.04344719605081431,5.63369,0.0369885749839325
51,5.91145,0.05842329992205555,5.97719,0.04444543204474285,5.47006,0.03937989716801816
52,5.84407,0.059769380136471165,5.90232,0.04536162124464987,5.30457,0.0418942895431361
53,5.81838,0.06076419751398214,5.90232,0.04536162124464987,5.30457,0.0418942895431361
54,5.78629,0.06124194915833664,5.8486,0.04606414691845916,5.19654,0.04390614530487221
55,5.74322,0.06198977149967865,5.78099,0.046667532716159116,5.06495,0.046217130003145125
56,5.7054,0.06279656497422363,5.77083,0.04704699913850866,5.06495,0.046217130003145125
57,5.66379,0.06394436543642057,5.76822,0.04755124506009928,4.95317,0.04869391759766987
58,5.62285,0.06511267759712289,5.67917,0.04878194697042213,4.82564,0.05163905564140081
59,5.59609,0.06566307484035061,5.6841,0.048903307853245634,4.82564,0.05163905564140081
60,5.55683,0.06641260648990141,5.64372,0.04944686786363823,4.68114,0.05509613149366188
61,5.51339,0.06768860506775698,5.59761,0.049650275540483256,4.68114,0.05509613149366188
62,5.48222,0.06842531690574191,5.52689,0.050927128772443216,4.54025,0.05901301125408525
63,5.43509,0.06980131001381121,5.46717,0.052345854585732064,4.444,0.06187866646610784
64,5.40073,0.07054058581410931,5.4591,0.05255268087899465,4.444,0.06187866646610784
65,5.35724,0.07215930068782563,5.40714,0.053005647554321814,4.36793,0.06430075619795156
66,5.31558,0.07318061234257271,5.38961,0.0531851249162439,4.30274,0.06772279123193262
67,5.27393,0.07414808078874317,5.35486,0.05387397612438294,4.30274,0.06772279123193262
68,5.22163,0.07598644176728794,5.30753,0.054872212118311475,4.22479,0.07054913235515323
69,5.18419,0.07710176537351802,5.29975,0.055299539170506916,4.22479,0.07054913235515323
70,5.13407,0.07888628314348617,5.21502,0.05652511315620342,4.12996,0.07429849991111598
71,5.07999,0.08039902090825801,5.2038,0.05665160196365327,4.04431,0.07784360513612931
72,5.04124,0.08156391445254277,5.13782,0.05788743179860247,4.04431,0.07784360513612931
73,4.99498,0.08348774084152662,5.13782,0.05788743179860247,3.96608,0.08175963024244827
74,4.92998,0.08617477334573151,5.06241,0.05917454087981512,3.87983,0.08590128403232644
75,4.90574,0.086578170083004,5.06291,0.05947879774097827,3.87983,0.08590128403232644
76,4.85687,0.08870625880293727,4.89552,0.0636888238592077,3.78222,0.09142234954669147
77,4.78838,0.091727461061959,4.82919,0.06523745709636396,3.69202,0.09685538568830424
