q,jpeg_diff,jpeg_size,webp_diff,webp_size,jp2_diff,jp2_size,avif_diff,avif_size
99,0.80089,1.0982168956445484,3.54644,0.6740719087985969,0.00833333,0.7591347559193219,3.71745,0.7424729611224788
100,0.555777,1.1943876059631686,0,0.791581408944753,0,0.7594270681087402,3.66268,0.8269511838643672
