q,jpeg_diff,jpeg_size,webp_diff,webp_size,avif_diff,avif_size
54,14.5517,0.17230980765925533,11.1122,0.13866301196186667,11.4598,0.11397366559004658
55,14.4518,0.17465352103873377,11.0783,0.13965406790518897,11.4058,0.11938875955063202
56,14.3565,0.1770374123618604,11.0303,0.14118529397978158,11.4058,0.11938875955063202
57,14.257,0.1797918336097427,11.0213,0.14153796704069357,11.3503,0.12356056936610366
58,14.1637,0.18261545020501913,10.954,0.14425667456088856,11.3001,0.1287033461530735
59,14.0678,0.18445470718091458,10.9542,0.14440845790355955,11.3001,0.1287033461530735
60,13.9599,0.1868296700721194,10.9502,0.14663163745209337,11.2419,0.13388183666773062
61,13.8509,0.19030729430566934,10.8782,0.14777001252212577,11.2419,0.13388183666773062
62,13.7488,0.19228047776039214,10.8545,0.14951998517880302,11.1978,0.1399955804261987
63,13.651,0.19558846178742742,10.8646,0.15085924996707642,11.1644,0.14393525101170293
64,13.5695,0.1980616374297723,10.854,0.15124763675567568,11.1644,0.14393525101170293
65,13.4545,0.2022557683250485,10.7988,0.1524261897693563,11.1399,0.14758474755974796
66,13.3408,0.20542312954931508,10.7801,0.15399759378759706,11.1228,0.1525310988444377
67,13.2305,0.20869986406462399,10.7603,0.15571631693254792,11.1228,0.1525310988444377
68,13.1014,0.2130234572227666,10.7291,0.1570779028006259,11.0999,0.15626764760372047
69,12.9872,0.21688723613693536,10.6685,0.15879662594557675,11.0999,0.15626764760372047
70,12.8614,0.22150769965647857,10.6855,0.16080998734394775,11.0749,0.1610890008415047
71,12.7146,0.22639824824165694,10.6779,0.16147515552212355,11.0539,0.16598178153466353
72,12.5897,0.22992051463481597,10.5784,0.16471171209378424,11.0539,0.16598178153466353
73,12.4612,0.23511909412129722,10.5784,0.16471171209378424,11.0345,0.17030091047684523
74,12.3267,0.24167925947585642,10.5862,0.16552866361463103,11.014,0.17538788456430368
75,12.2507,0.2439448490760189,10.5984,0.16682328624329532,11.014,0.17538788456430368
76,12.116,0.24984877468432412,10.4551,0.17322497193124214,10.9934,0.18280517938335786
77,11.9762,0.2579133808177104,10.4535,0.1762874240804273,10.9733,0.1888385672545295
78,11.8567,0.2647280064820416,10.3805,0.1823542935713058,10.9733,0.1888385672545295
79,11.7224,0.2704555955598908,10.3166,0.18769349586055575,10.9551,0.1953585546654405
80,11.5743,0.2787724298950686,10.2927,0.19121576225371478,10.9551,0.1953585546654405
81,11.4472,0.2873526529719402,10.2332,0.19679156798889302,10.9394,0.20328030588807763
82,11.2974,0.2959551971286163,10.1596,0.20346110663449454,10.919,0.21159714022325543
83,11.1658,0.3066336017071162,10.1337,0.2066306999667416,10.919,0.21159714022325543
84,11.0318,0.3159437240935968,10.0637,0.21667072166283116,10.9007,0.22074431872716274
85,10.8635,0.32631632987877424,10.0405,0.22210813670322116,10.8891,0.23044506001022305
86,10.7245,0.3400527223904984,9.9925,0.22805000814719412,10.8891,0.23044506001022305
87,10.6035,0.35144540152274406,9.96207,0.23569721008823522,10.8736,0.24317700393074215
88,10.4813,0.36824871039961427,9.91644,0.24516581214132815,10.8736,0.24317700393074215
89,10.3482,0.3821971531694817,9.86463,0.2544112033963755,10.86,0.2557236828888834
90,3.92183,0.6100909137580439,9.85902,0.2650985364067972,10.8508,0.2733506396105418
91,3.62828,0.6419899689067359,9.81502,0.2733618001504441,10.8508,0.2733506396105418
92,3.34068,0.6745385674777403,9.76217,0.285700893066403,10.8386,0.29253783981053866
93,3.03228,0.7209440923914135,9.75202,0.2928704238996266,10.8281,0.3166289812435966
94,2.71185,0.7797087991928697,9.73886,0.30512469671232817,10.8281,0.3166289812435966
95,2.37731,0.8446251955884618,9.71096,0.31962447015336815,10.8182,0.34655708504554616
96,2.01175,0.9429517842355142,9.69751,0.33615099764066186,10.8182,0.34655708504554616
97,1.64152,1.0535839841788186,9.69534,0.3552801630331669,10.8093,0.38653190686752664
98,1.25484,1.1952848951020854,9.66032,0.3733155955152486,10.8007,0.44082123716816923
99,0.876029,1.4497786864937379,9.6647,0.3964670194885348,10.8007,0.44082123716816923
